6-String Bass (BEADGC)

-7 Frets
    S   6              5              4              3              2              1

    0   E1   20.60172  A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706
    2   G1   24.49971  C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262
    3   G#1  25.95654  C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110
    4   A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409
    5   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    6   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    7   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    8   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    9   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    10  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    11  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    12  F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    13  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    14  G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    15  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    16  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    17  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    18  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    19  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    20  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    21  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    22  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    23  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    24  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944

-5 Frets
    S   6              5              4              3              2              1

    0   F#1  23.12465  B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886
    1   G1   24.49971  C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262
    2   G#1  25.95654  C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110
    3   A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409
    4   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    5   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    6   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    7   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    8   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    9   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    10  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    11  F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    12  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    13  G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    14  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    15  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    16  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    17  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    18  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    19  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    20  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    21  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    22  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    23  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    24  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954

-4 Frets
    S   6              5              4              3              2              1

    0   G1   24.49971  C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262
    1   G#1  25.95654  C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110
    2   A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409
    3   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    4   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    5   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    6   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    7   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    8   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    9   E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    10  F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    11  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    12  G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    13  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    14  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    15  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    16  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    17  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    18  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    19  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    20  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    21  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    22  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    23  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954
    24  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127   G#5  415.3047

-3 Frets
    S   6              5              4              3              2              1

    0   G#1  25.95654  C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110
    1   A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409
    2   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    3   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    4   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    5   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    6   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    7   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    8   E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    9   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    10  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    11  G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    12  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    13  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    14  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    15  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    16  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    17  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    18  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    19  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    20  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    21  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    22  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954
    23  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127   G#5  415.3047
    24  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276  A6   440

-2 Frets
    S   6              5              4              3              2              1

    0   A2   27.5      D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409
    1   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    2   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    3   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    4   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    5   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    6   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    7   E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    8   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    9   F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    10  G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    11  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    12  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    13  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    14  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    15  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    16  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    17  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    18  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    19  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    20  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    21  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954
    22  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127   G#5  415.3047
    23  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276  A6   440
    24  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282  Bb6  466.1638

-1 Frets
    S   6              5              4              3              2              1

    0   Bb2  29.13524  D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708
    1   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    2   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    3   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    4   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    5   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    6   E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    7   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    8   F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    9   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    10  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    11  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    12  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    13  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    14  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    15  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    16  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    17  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    18  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    19  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    20  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954
    21  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127   G#5  415.3047
    22  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276  A6   440
    23  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282  Bb6  466.1638
    24  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944  B6   493.8833

Standard Tuning
    S   6              5              4              3              2              1

    0   B2   30.86771  E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128
    1   C2   32.7032   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913
    2   C#2  34.64783  F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324
    3   D2   36.7081   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635
    4   D#2  38.89087  G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8138
    5   E2   41.20344  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141
    6   F2   43.65353  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972
    7   F#2  46.2493   B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977
    8   G2   48.99943  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523
    9   G#2  51.91309  C#3  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220
    10  A3   55        D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819
    11  Bb3  58.27047  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417
    12  B3   61.73541  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256
    13  C3   65.40639  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826
    14  C#2  69.29566  F#3  92.49861  B4   123.4708  E4   164.8324  A5   220       D5   293.6648
    15  D3   73.41619  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127
    16  D#3  77.78175  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276
    17  E3   82.40689  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282
    18  F3   87.30706  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944
    19  F#3  92.49861  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954
    20  G3   97.99886  C4   130.8128  F4   174.6141  Bb5  233.0819  D#5  311.127   G#5  415.3047
    21  G#3  103.8262  C#4  138.5913  F#4  184.9972  B5   246.9417  E5   329.6276  A6   440
    22  A4   110       D4   146.8324  G4   195.9977  C5   261.6256  F5   349.2282  Bb6  466.1638
    23  Bb4  116.5409  D#4  155.5635  G#4  207.6523  C#5  277.1826  F#5  369.9944  B6   493.8833
    24  B4   123.4708  E4   164.8138  A5   220       D5   293.6648  G5   391.9954  C6   523.2511
#EDIT
